cve,links,cwe,cne,cvss2score
CVE-2021-31572,['https://github.com/FreeRTOS/FreeRTOS-Kernel/commit/d05b9c123f2bf9090bce386a244fc934ae44db5b'],"('CWE-190', 'Integer Overflow or Wraparound')",MITRE,NVD-CVSS2-Other
CVE-2016-9777,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=81cdb259fb6d8c1c4ecfeea389ff5a73c07f5755', 'http://www.openwall.com/lists/oss-security/2016/12/02/2', 'https://github.com/torvalds/linux/commit/81cdb259fb6d8c1c4ecfeea389ff5a73c07f5755']","('CWE-125', 'Out-of-bounds Read')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-7487,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=ee0d8d8482345ff97a75a7d747efc309f13b0d80', 'https://bugzilla.redhat.com/show_bug.cgi?id=1447734', 'https://github.com/torvalds/linux/commit/ee0d8d8482345ff97a75a7d747efc309f13b0d80', 'https://patchwork.ozlabs.org/patch/757549/']","('CWE-416', 'Use After Free')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2011-2210,['https://github.com/torvalds/linux/commit/21c5977a836e399fc710ff2c5367845ed5c2527f'],"('CWE-264', 'Permissions, Privileges, and Access Controls')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2019-13297,"['https://github.com/ImageMagick/ImageMagick/commit/604588fc35c7585abb7a9e71f69bb82e4389fefc', 'https://github.com/ImageMagick/ImageMagick/issues/1609', 'https://github.com/ImageMagick/ImageMagick6/commit/35c7032723d85eee7318ff6c82f031fa2666b773']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2018-20030,['https://github.com/libexif/libexif/commit/6aa11df549114ebda520dde4cdaea2f9357b2c89'],"('CWE-400', 'Uncontrolled Resource Consumption')",Flexera Software LLC,NVD-CVSS2-Other
CVE-2011-1476,['https://github.com/torvalds/linux/commit/b769f49463711205d57286e64cf535ed4daf59e9'],"('CWE-189', 'Numeric Errors')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2020-15888,"['https://github.com/lua/lua/commit/6298903e35217ab69c279056f925fb72900ce0b7', 'https://github.com/lua/lua/commit/eb41999461b6f428186c55abd95f4ce1a76217d5']","('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2022-0359,"['https://github.com/vim/vim/commit/85b6747abc15a7a81086db31289cf1b8b17e6cb1', 'https://huntr.dev/bounties/a3192d90-4f82-4a67-b7a6-37046cc88def']","('CWE-122', 'Heap-based Buffer Overflow')",huntr.dev,NVD-CVSS2-Other
CVE-2016-2549,[],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2017-5592,['https://github.com/boothj5/profanity/commit/8e75437a7e43d4c55e861691f74892e666e29b0b'],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2019-19927,"['https://github.com/torvalds/linux/commit/453393369dc9806d2455151e329c599684762428', 'https://github.com/torvalds/linux/commit/a66477b0efe511d98dde3e4aaeb189790e6f0a39', 'https://github.com/torvalds/linux/commit/ac1e516d5a4c56bf0cb4a3dfc0672f689131cfd4']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2019-17178,['https://github.com/FreeRDP/FreeRDP/commit/9fee4ae076b1ec97b97efb79ece08d1dab4df29a'],"('CWE-252', 'Unchecked Return Value')",MITRE,NVD-CVSS2-Other
CVE-2015-8729,[],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2019-1563,"['https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=08229ad838c50f644d7e928e2eef147b4308ad64', 'https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=631f94db0065c78181ca9ba5546ebc8bb3884b97', 'https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=e21f8cf78a125cd3c8c0d1a1a6c8bb0b901f893f']","('CWE-327', 'Use of a Broken or Risky Cryptographic Algorithm')",OpenSSL Software Foundation,NVD-CVSS2-Other
CVE-2019-6978,"['https://github.com/libgd/libgd/commit/553702980ae89c83f2d6e254d62cf82e204956d0', 'https://github.com/libgd/libgd/issues/492', 'https://github.com/php/php-src/commit/089f7c0bc28d399b0420aa6ef058e4c1c120b2ae']","('CWE-415', 'Double Free')",MITRE,NVD-CVSS2-Other
CVE-2022-2959,['https://github.com/torvalds/linux/commit/189b0ddc245139af81198d1a3637cac74f96e13a'],"('CWE-667', 'Improper Locking')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-5546,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c4e490cf148e85ead0d1b1c2caaba833f1d5b29f', 'http://www.openwall.com/lists/oss-security/2017/01/21/3', 'https://bugzilla.redhat.com/show_bug.cgi?id=1415733', 'https://github.com/torvalds/linux/commit/c4e490cf148e85ead0d1b1c2caaba833f1d5b29f']","('NVD-CWE-Other', 'Insufficient Information')",MITRE,NVD-CVSS2-Other
CVE-2020-16088,"['https://github.com/openbsd/src/commit/7afb2d41c6d373cf965285840b85c45011357115', 'https://github.com/xcllnt/openiked/commits/master']","('CWE-287', 'Improper Authentication')",MITRE,NVD-CVSS2-Other
CVE-2015-6563,[],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2017-12665,"['https://github.com/ImageMagick/ImageMagick/commit/c1b09bbec148f6ae11d0b686fdb89ac6dc0ab14e', 'https://github.com/ImageMagick/ImageMagick/issues/577']","('CWE-772', 'Missing Release of Resource after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2015-8895,"['http://www.openwall.com/lists/oss-security/2016/06/02/13', 'https://github.com/ImageMagick/ImageMagick/commit/0f6fc2d5bf8f500820c3dbcf0d23ee14f2d9f734']","('CWE-190', 'Integer Overflow or Wraparound')",MITRE,NVD-CVSS2-Other
CVE-2013-4125,['https://github.com/torvalds/linux/commit/307f2fb95e9b96b3577916e73d92e104f8f26494'],"('CWE-399', 'Resource Management Errors')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2012-4565,[],"('CWE-189', 'Numeric Errors')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2020-15780,"['http://www.openwall.com/lists/oss-security/2020/07/20/7', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=75b0cea7bf307f362057cc778efe89af4c615354', 'https://git.zx2c4.com/american-unsigned-language/tree/american-unsigned-language-2.sh']","('CWE-862', 'Missing Authorization')",MITRE,NVD-CVSS2-Other
CVE-2021-41210,['https://github.com/tensorflow/tensorflow/commit/701cfaca222a82afbeeb17496bd718baa65a67d2'],"('CWE-125', 'Out-of-bounds Read')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2019-15218,"['https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=31e0456de5be379b10fea0fa94a681057114a96e', 'https://www.oracle.com/security-alerts/cpuApr2021.html']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2016-3179,"['http://speirofr.appspot.com/files/advisory/SPADV-2016-02.md', 'http://www.openwall.com/lists/oss-security/2016/03/16/13', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=816759', 'https://github.com/miniupnp/miniupnp/commit/140ee8d2204b383279f854802b27bdb41c1d5d1a']","('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2021-44108,['https://github.com/open5gs/open5gs/commit/d919b2744cd05abae043490f0a3dd1946c1ccb8c'],"('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2014-4943,"['http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=3cf521f7dc87c031617fd47e4b7aa2593c2f3daf', 'https://github.com/torvalds/linux/commit/3cf521f7dc87c031617fd47e4b7aa2593c2f3daf']","('CWE-269', 'Improper Privilege Management')",MITRE,NVD-CVSS2-Other
CVE-2016-7539,"['http://www.imagemagick.org/discourse-server/viewtopic.php?f=2&t=28946', 'http://www.openwall.com/lists/oss-security/2016/09/22/2', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=833101', 'https://bugzilla.redhat.com/show_bug.cgi?id=1378776', 'https://github.com/ImageMagick/ImageMagick/commit/4e81ce8b07219c69a9aeccb0f7f7b927ca6db74c']","('CWE-399', 'Resource Management Errors')",Debian GNU/Linux,NVD-CVSS2-Other
CVE-2020-12607,"['https://github.com/AntonKueltz/fastecdsa/commit/4a16daeaf139be20654ef58a9fe4c79dc030458c', 'https://github.com/AntonKueltz/fastecdsa/commit/7b64e3efaa806b4daaf73bb5172af3581812f8de', 'https://github.com/AntonKueltz/fastecdsa/commit/e592f106edd5acf6dacedfab2ad16fe6c735c9d1']","('CWE-347', 'Improper Verification of Cryptographic Signature')",MITRE,NVD-CVSS2-Other
CVE-2013-4538,['http://lists.nongnu.org/archive/html/qemu-stable/2014-07/msg00187.html'],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2013-0850,[],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",Google Inc.,NVD-CVSS2-Other
CVE-2013-0856,['http://git.videolan.org/?p=ffmpeg.git;a=commitdiff;h=fd4f4923cce6a2cbf4f48640b4ac706e614a1594'],"('CWE-20', 'Improper Input Validation')",Google Inc.,NVD-CVSS2-Other
CVE-2020-29373,['https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=ff002b30181d30cdfbca316dadd099c3ca0d739c'],"('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")",MITRE,NVD-CVSS2-Other
CVE-2014-7937,"['http://git.videolan.org/?p=ffmpeg.git;a=commit;h=8c50704ebf1777bee76772c4835d9760b3721057', 'https://chromium.googlesource.com/chromium/third_party/ffmpeg/+/d4608b7c83f56b17f14fdd94990341f62bb52f92']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",Google Inc.,NVD-CVSS2-Other
CVE-2015-8364,[],"('CWE-189', 'Numeric Errors')",MITRE,NVD-CVSS2-Other
CVE-2017-11176,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f991af3daabaecff34684fd51fac80319d1baad1', 'https://github.com/torvalds/linux/commit/f991af3daabaecff34684fd51fac80319d1baad1']","('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2021-3610,"['http://www.openwall.com/lists/oss-security/2023/05/29/4', 'http://www.openwall.com/lists/oss-security/2023/06/05/1', 'https://bugzilla.redhat.com/show_bug.cgi?id=1973689', 'https://github.com/ImageMagick/ImageMagick/commit/930ff0d1a9bc42925a7856e9ea53f5fc9f318bf3']","('CWE-125', 'Out-of-bounds Read')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2021-22550,['https://github.com/google/asylo/commit/a47ef55db2337d29de19c50cd29b0deb2871d31c'],"('CWE-823', 'Use of Out-of-range Pointer Offset')",Google Inc.,NVD-CVSS2-Other
CVE-2021-37664,['https://github.com/tensorflow/tensorflow/commit/e84c975313e8e8e38bb2ea118196369c45c51378'],"('CWE-125', 'Out-of-bounds Read')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2012-0036,['http://curl.haxx.se/curl-url-sanitize.patch'],"('CWE-89', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2014-6262,"['https://github.com/oetiker/rrdtool-1.x/commit/64ed5314af1255ab6dded45f70b39cdeab5ae2ec', 'https://github.com/oetiker/rrdtool-1.x/commit/85261a013112e278c90224033f5b0592ee387786']","('CWE-134', 'Use of Externally-Controlled Format String')",MITRE,NVD-CVSS2-Other
CVE-2016-3062,"['https://git.libav.org/?p=libav.git;a=commit;h=7e01d48cfd168c3dfc663f03a3b6a98e0ecba328', 'https://github.com/FFmpeg/FFmpeg/commit/689e59b7ffed34eba6159dcc78e87133862e3746']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2017-10662,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=b9dd46188edc2f0d1f37328637860bb65a771124', 'https://bugzilla.redhat.com/show_bug.cgi?id=1481146', 'https://github.com/torvalds/linux/commit/b9dd46188edc2f0d1f37328637860bb65a771124']","('NVD-CWE-Other', 'Insufficient Information')",MITRE,NVD-CVSS2-Other
CVE-2018-10888,"['https://bugzilla.redhat.com/show_bug.cgi?id=1598024', 'https://github.com/libgit2/libgit2/commit/9844d38bed10e9ff17174434b3421b227ae710f3', 'https://github.com/libgit2/libgit2/releases/tag/v0.27.3']","('CWE-20', 'Improper Input Validation')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-8818,[],"('NVD-CWE-Other', 'Insufficient Information')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2014-9710,[],"('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-7613,[],"('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")",MITRE,NVD-CVSS2-Other
CVE-2015-8959,"['http://www.openwall.com/lists/oss-security/2016/09/22/2', 'https://bugzilla.redhat.com/show_bug.cgi?id=1378738', 'https://github.com/ImageMagick/ImageMagick/commit/3ab016764c7f787829d9065440d86f5609765110', 'https://github.com/ImageMagick/ImageMagick/commit/9b428b7af688fe319320aed15f2b94281d1e37b4', 'https://github.com/ImageMagick/ImageMagick/commit/cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7']","('CWE-399', 'Resource Management Errors')",Debian GNU/Linux,NVD-CVSS2-Other
CVE-2011-0006,['https://github.com/torvalds/linux/commit/867c20265459d30a01b021a9c1e81fb4c5832aa9'],"('CWE-264', 'Permissions, Privileges, and Access Controls')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-7885,[],"('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')",MITRE,NVD-CVSS2-Other
CVE-2016-0723,[],"('NVD-CWE-Other', 'Other')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-8739,[],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2015-5322,[],"('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-1342,[],"('CWE-264', 'Permissions, Privileges, and Access Controls')",Canonical Ltd.,NVD-CVSS2-Other
CVE-2016-6290,[],"('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2021-40572,['https://github.com/gpac/gpac/commit/7bb1b4a4dd23c885f9db9f577dfe79ecc5433109'],"('CWE-415', 'Double Free')",MITRE,NVD-CVSS2-Other
CVE-2009-1194,['http://www.ocert.org/advisories/ocert-2009-001.html'],"('CWE-189', 'Numeric Errors')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2022-2580,"['https://github.com/vim/vim/commit/1e56bda9048a9625bce6e660938c834c5c15b07d', 'https://huntr.dev/bounties/c5f2f1d4-0441-4881-b19c-055acaa16249']","('CWE-122', 'Heap-based Buffer Overflow')",huntr.dev,NVD-CVSS2-Other
CVE-2017-16526,"['https://github.com/torvalds/linux/commit/bbf26183b7a6236ba602f4d6a2f7cade35bba043', 'https://groups.google.com/d/msg/syzkaller/zROBxKXzHDk/5I6aZ3O2AgAJ']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2019-13220,"['https://github.com/nothings/stb/commit/98fdfc6df88b1e34a736d5e126e6c8139c8de1a6', 'https://github.com/nothings/stb/commits/master/stb_vorbis.c']","('CWE-908', 'Use of Uninitialized Resource')",MITRE,NVD-CVSS2-Other
CVE-2016-6870,"['http://www.openwall.com/lists/oss-security/2016/08/11/1', 'http://www.openwall.com/lists/oss-security/2016/08/19/1', 'https://github.com/facebook/hhvm/commit/365abe807cab2d60dc9ec307292a06181f77a9c2']","('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2017-7862,['https://github.com/FFmpeg/FFmpeg/commit/8c2ea3030af7b40a3c4275696fb5c76cdb80950a'],"('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2020-23928,['https://github.com/gpac/gpac/commit/8e05648d6b4459facbc783025c5c42d301fef5c3'],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2021-3347,"['https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=04b79c55201f02ffd675e1231d731365e335c307', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=12bb3f7f1b03d5913b3f9d4236a488aa7774dfe9', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=2156ac1934166d6deb6cd0f6ffc4c1076ec63697', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=34b1a1ce1458f50ef27c54e28eb9b1947012907a', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=6ccc84f917d33312eb2846bd7b567639f585ad6d', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=c5cade200ab9a2a3be9e7f32a752c8d86b502ec7', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=c64396cc36c6e60704ab06c1fb1c4a46179c9120', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=f2dac39d93987f7de1e20b3988c8685523247ae2']","('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2022-2206,"['https://github.com/vim/vim/commit/e178af5a586ea023622d460779fdcabbbfac0908', 'https://huntr.dev/bounties/01d01e74-55d0-4d9e-878e-79ba599be668']","('CWE-125', 'Out-of-bounds Read')",huntr.dev,NVD-CVSS2-Other
CVE-2017-9527,"['https://github.com/mruby/mruby/commit/5c114c91d4ff31859fcd84cf8bf349b737b90d99', 'https://github.com/mruby/mruby/issues/3486']","('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2017-10671,"['http://www.openwall.com/lists/oss-security/2017/06/15/9', 'https://github.com/blueness/sthttpd/commit/c0dc63a49d8605649f1d8e4a96c9b468b0bff660', 'https://github.com/blueness/sthttpd/releases/tag/v2.27.1']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2021-31256,['https://github.com/gpac/gpac/commit/2da2f68bffd51d89b1d272d22aa8cc023c1c066e'],"('CWE-401', 'Missing Release of Memory after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2021-33910,"['http://www.openwall.com/lists/oss-security/2021/08/04/2', 'http://www.openwall.com/lists/oss-security/2021/08/17/3', 'http://www.openwall.com/lists/oss-security/2021/09/07/3', 'https://github.com/systemd/systemd-stable/commit/4a1c5f34bd3e1daed4490e9d97918e504d19733b', 'https://github.com/systemd/systemd-stable/commit/764b74113e36ac5219a4b82a05f311b5a92136ce', 'https://github.com/systemd/systemd-stable/commit/b00674347337b7531c92fdb65590ab253bb57538', 'https://github.com/systemd/systemd-stable/commit/cfd14c65374027b34dbbc4f0551456c5dc2d1f61', 'https://github.com/systemd/systemd/commit/b34a4f0e6729de292cb3b0c03c1d48f246ad896b', 'https://github.com/systemd/systemd/pull/20256/commits/441e0115646d54f080e5c3bb0ba477c892861ab9']","('CWE-770', 'Allocation of Resources Without Limits or Throttling')",MITRE,NVD-CVSS2-Other
CVE-2013-4358,['http://git.videolan.org/?p=ffmpeg.git;a=commit;h=072be3e8969f24113d599444be4d6a0ed04a6602'],"('NVD-CWE-Other', 'Insufficient Information')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2016-9373,['https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=cc8e37f0f53c4401bb1644a34eddea345940a8df'],"('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2020-29074,['https://github.com/LibVNC/x11vnc/commit/69eeb9f7baa14ca03b16c9de821f9876def7a36a'],"('CWE-732', 'Incorrect Permission Assignment for Critical Resource')",MITRE,NVD-CVSS2-Other
CVE-2018-10188,[],"('CWE-352', 'Cross-Site Request Forgery (CSRF)')",MITRE,NVD-CVSS2-Other
CVE-2013-4149,"['http://lists.nongnu.org/archive/html/qemu-stable/2014-07/msg00187.html', 'http://rhn.redhat.com/errata/RHSA-2014-0927.html']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-15102,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=2fae9e5a7babada041e2e161699ade2447a01989', 'https://bugzilla.redhat.com/show_bug.cgi?id=1505905', 'https://github.com/torvalds/linux/commit/2fae9e5a7babada041e2e161699ade2447a01989']","('CWE-476', 'NULL Pointer Dereference')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2021-40566,['https://github.com/gpac/gpac/commit/96047e0e6166407c40cc19f4e94fb35cd7624391'],"('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2017-5226,"['https://bugzilla.redhat.com/show_bug.cgi?id=1411811', 'https://github.com/projectatomic/bubblewrap/commit/d7fc532c42f0e9bf427923bab85433282b3e5117', 'https://github.com/projectatomic/bubblewrap/issues/142']","('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2016-7529,"['http://www.openwall.com/lists/oss-security/2016/09/22/2', 'https://github.com/ImageMagick/ImageMagick/commit/a2e1064f288a353bc5fef7f79ccb7683759e775c', 'https://github.com/ImageMagick/ImageMagick/issues/103', 'https://github.com/ImageMagick/ImageMagick/issues/104']","('CWE-125', 'Out-of-bounds Read')",Debian GNU/Linux,NVD-CVSS2-Other
CVE-2013-2128,"['http://www.openwall.com/lists/oss-security/2013/05/29/11', 'https://bugzilla.redhat.com/show_bug.cgi?id=968484', 'https://github.com/torvalds/linux/commit/baff42ab1494528907bf4d5870359e31711746ae']","('CWE-400', 'Uncontrolled Resource Consumption')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2012-6540,['https://www.kernel.org/pub/linux/kernel/v3.x/patch-3.6.bz2'],"('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')",MITRE,NVD-CVSS2-Other
CVE-2016-5696,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=75ff39ccc1bd5d3c455b6822ab09e533c551f758', 'https://github.com/torvalds/linux/commit/75ff39ccc1bd5d3c455b6822ab09e533c551f758']","('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')",MITRE,NVD-CVSS2-Other
CVE-2019-16994,"['https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=07f12b26e21ab359261bf75cfcb424fdc7daeb6d', 'https://github.com/torvalds/linux/commit/07f12b26e21ab359261bf75cfcb424fdc7daeb6d']","('CWE-401', 'Missing Release of Memory after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2017-7189,['https://github.com/php/php-src/commit/bab0b99f376dac9170ac81382a5ed526938d595a'],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2020-12062,['https://github.com/openssh/openssh-portable/commit/955854cafca88e0cdcd3d09ca1ad4ada465364a1'],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2018-13100,[],"('CWE-369', 'Divide By Zero')",MITRE,NVD-CVSS2-Other
CVE-2020-15472,['https://github.com/ntop/nDPI/commit/b7e666e465f138ae48ab81976726e67deed12701'],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2019-19082,['https://github.com/torvalds/linux/commit/104c307147ad379617472dd91a5bcb368d72bd6d'],"('CWE-401', 'Missing Release of Memory after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2020-11608,"['https://cdn.kernel.org/pub/linux/kernel/v5.x/ChangeLog-5.6.1', 'https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=998912346c0da53a6dbb71fab3a138586b596b30', 'https://github.com/torvalds/linux/commit/998912346c0da53a6dbb71fab3a138586b596b30']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2018-16058,['https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=c48d6a6d60c5c9111838a945966b6cb8750777be'],"('CWE-665', 'Improper Initialization')",MITRE,NVD-CVSS2-Other
CVE-2019-15213,['https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=6cf97230cd5f36b7665099083272595c55d72be7'],"('CWE-416', 'Use After Free')",MITRE,NVD-CVSS2-Other
CVE-2014-3631,[],"('NVD-CWE-Other', 'Other')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-3175,[],"('NVD-CWE-Other', 'Other')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2016-6516,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=10eec60ce79187686e052092e5383c99b4420a20', 'https://github.com/torvalds/linux/commit/10eec60ce79187686e052092e5383c99b4420a20']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2014-6425,['https://code.wireshark.org/review/gitweb?p=wireshark.git;a=commit;h=c10396dbbf782a576bc1f9a931cf86090cec3878'],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2014-8545,[],"('CWE-189', 'Numeric Errors')",MITRE,NVD-CVSS2-Other
CVE-2022-36001,['https://github.com/tensorflow/tensorflow/commit/da0d65cdc1270038e72157ba35bf74b85d9bda11'],"('CWE-617', 'Reachable Assertion')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2011-2642,"['http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commit;h=4bd27166c314faa37cada91533b86377f4d4d214', 'http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commit;h=a0823be05aa5835f207c0838b9cca67d2d9a050a', 'http://www.phpmyadmin.net/home_page/security/PMASA-2011-9.php', 'https://bugzilla.redhat.com/show_bug.cgi?id=725381']","('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")",MITRE,NVD-CVSS2-Other
CVE-2014-2889,[],"('CWE-189', 'Numeric Errors')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2022-24950,['https://github.com/MisterTea/EternalTerminal/commit/900348bb8bc96e1c7ba4888ac8480f643c43d3c3'],"('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")","Facebook, Inc.",NVD-CVSS2-Other
CVE-2015-7515,[],"('CWE-476', 'NULL Pointer Dereference')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-2831,[],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
